"","business_id","business_name","business_address","inspection_date","inspection_score","violation_description","risk_category","Current Supervisor Districts"
"5158",83351,"City Super","1108 Stockton St",2019-04-16,80,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"5159",79801,"Royal Cuckoo Market","3368 19th St",2019-04-16,96,"Low risk vermin infestation","Low Risk",NA
"5160",76437,"Sweetheart Cafe","909 Grant Ave",2019-04-16,84,"Improper storage of equipment utensils or linens","Low Risk",NA
"5161",89025,"Keeva Indian Kitchen","908 Clement St",2019-04-16,83,"Unclean or unsanitary food contact surfaces","High Risk",NA
"5162",90581,"Media Noche","3465 19th St.",2019-04-16,89,"Moderate risk food holding temperature","Moderate Risk",NA
"5163",83351,"City Super","1108 Stockton St",2019-04-16,80,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"5164",85722,"Dragoneats","1671 Haight St",2019-04-16,83,"Improper storage of equipment utensils or linens","Low Risk",NA
"5165",91453,"Nara Sushi","1515 Polk St",2019-04-16,92,"Insufficient hot water or running water","Moderate Risk",NA
"5166",90581,"Media Noche","3465 19th St.",2019-04-16,89,"Improper cooling methods","High Risk",NA
"5167",89025,"Keeva Indian Kitchen","908 Clement St",2019-04-16,83,"Unclean nonfood contact surfaces","Low Risk",NA
"5168",68196,"Happy Yogurt","503 33rd Ave",2019-04-16,98,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",4
"5169",86395,"Goldie's Oakwood BBQ","110 Hunters Point Shipyard",2019-04-16,98,"Unclean nonfood contact surfaces","Low Risk",NA
"5170",86180,"Tian Tian Market, Inc.","1117 Stockton St",2019-04-16,78,"Moderate risk food holding temperature","Moderate Risk",NA
"5171",83351,"City Super","1108 Stockton St",2019-04-16,80,"Improper storage use or identification of toxic substances","Low Risk",NA
"5172",85722,"Dragoneats","1671 Haight St",2019-04-16,83,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",NA
"5173",84582,"Mateo's Taqueria","2471 Mission St",2019-04-16,86,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"5174",77562,"Ha Tien Cove","1650 Holloway Ave Student Ctr. West Plaza Alcove B",2019-04-16,83,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"5175",83755,"Heyday","555 Mission St",2019-04-16,80,"Improper cooling methods","High Risk",NA
"5176",85722,"Dragoneats","1671 Haight St",2019-04-16,83,"High risk food holding temperature","High Risk",NA
"5177",76437,"Sweetheart Cafe","909 Grant Ave",2019-04-16,84,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"5178",86180,"Tian Tian Market, Inc.","1117 Stockton St",2019-04-16,78,"Improper food storage","Low Risk",NA
"5179",79801,"Royal Cuckoo Market","3368 19th St",2019-04-16,96,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"5180",83351,"City Super","1108 Stockton St",2019-04-16,80,"Moderate risk vermin infestation","Moderate Risk",NA
"5181",76437,"Sweetheart Cafe","909 Grant Ave",2019-04-16,84,"Moderate risk vermin infestation","Moderate Risk",NA
"5182",91453,"Nara Sushi","1515 Polk St",2019-04-16,92,"Food safety certificate or food handler card not available","Low Risk",NA
"5183",77562,"Ha Tien Cove","1650 Holloway Ave Student Ctr. West Plaza Alcove B",2019-04-16,83,"Unclean hands or improper use of gloves","High Risk",NA
"5184",84582,"Mateo's Taqueria","2471 Mission St",2019-04-16,86,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"5185",89025,"Keeva Indian Kitchen","908 Clement St",2019-04-16,83,"Insufficient hot water or running water","Moderate Risk",NA
"5186",89025,"Keeva Indian Kitchen","908 Clement St",2019-04-16,83,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"5187",86180,"Tian Tian Market, Inc.","1117 Stockton St",2019-04-16,78,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"5188",77562,"Ha Tien Cove","1650 Holloway Ave Student Ctr. West Plaza Alcove B",2019-04-16,83,"Improper thawing methods","Moderate Risk",NA
"5189",83351,"City Super","1108 Stockton St",2019-04-16,80,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"5190",83755,"Heyday","555 Mission St",2019-04-16,80,"Insufficient hot water or running water","Moderate Risk",NA
"5191",89404,"Burger King #6414","4780 Mission St",2019-04-16,94,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"5192",86180,"Tian Tian Market, Inc.","1117 Stockton St",2019-04-16,78,"Improper thawing methods","Moderate Risk",NA
"5193",84582,"Mateo's Taqueria","2471 Mission St",2019-04-16,86,"Improper food storage","Low Risk",NA
"5194",96780,"GUCKENHEIMER @ GOOGLE - RINCON CENTER","121 Spear St 3rd Floor",2019-04-16,94,"Moderate risk food holding temperature","Moderate Risk",NA
"5195",92935,"Cvs/Pharmacy #5131","1900 19th Ave",2019-04-16,100,NA,NA,NA
"5196",97954,"CHS/HOTEL G LLC","386 GEARY St",2019-04-16,98,"Inadequate warewashing facilities or equipment","Low Risk",NA
"5197",60555,"Farm Fresh Underground","1650 Holloway Ave LC",2019-04-16,100,NA,NA,8
"5198",5823,"WEBSTER ELEMENTARY SCHOOL","465 MISSOURI St",2019-04-16,100,NA,NA,9
"5199",5607,"SFSU STATION CAFE","1600 Holloway Ave",2019-04-16,100,NA,NA,8
"5200",97536,"ADDA CLEVENGER JUNIOR PREP","180 Fair Oaks St",2019-04-16,100,NA,NA,NA
"5201",94133,"Pampa BBQ","57 Horne St",2019-04-16,100,NA,NA,NA
"5202",96780,"GUCKENHEIMER @ GOOGLE - RINCON CENTER","121 Spear St 3rd Floor",2019-04-16,94,"Improper storage use or identification of toxic substances","Low Risk",NA
"5203",97580,"FULLSKOOP, INC.","103 Hoirne Ave  Unit 212",2019-04-16,100,NA,NA,NA
"5204",5866,"KING ELEMENTARY SCHOOL","1215 CAROLINA St",2019-04-16,100,NA,NA,9
"5205",1398,"YUMMA'S MED GRILL","721 IRVING St",2019-04-17,86,"Unclean or unsanitary food contact surfaces","High Risk",11
"5206",3623,"CHAVA'S","2839 MISSION St",2019-04-17,90,"Improper food storage","Low Risk",2
"5207",60644,"360 Gourmet Burrito","50 Post St #59-60",2019-04-17,90,"Unclean or degraded floors walls or ceilings","Low Risk",3
"5208",798,"Sushi Rapture","1400 Leavenworth St",2019-04-17,96,"Improper or defective plumbing","Low Risk",3
"5209",3405,"GARDEN CT. RESTAURANT & BAR","2 NEW MONTGOMERY St",2019-04-17,90,"Noncompliance with HAACP plan or variance","Moderate Risk",10
"5210",758,"BAKERY/ICE CREAM/STOREROOM","2 New Montgomery St",2019-04-17,90,"Improper storage of equipment utensils or linens","Low Risk",10
"5211",4335,"ASIA SF LLC","201 09th St",2019-04-17,83,"Moderate risk vermin infestation","Moderate Risk",10
"5212",1081,"ARINELL PIZZA","509 VALENCIA St",2019-04-17,89,"High risk vermin infestation","High Risk",2
"5213",64384,"Twenty Five Lusk","25 Lusk St",2019-04-17,87,"Improper or defective plumbing","Low Risk",10
"5214",37755,"The Grind Cafe","783 Haight St",2019-04-17,88,"Food safety certificate or food handler card not available","Low Risk",11
"5215",1673,"RUBIN'S","101 SPEAR St",2019-04-17,82,"Improper or defective plumbing","Low Risk",10
"5216",2144,"SHERA.-PAL.HOTEL MAXFIELD'S GRILL","2 NEW MONTGOMERY St",2019-04-17,92,"Inadequate and inaccessible handwashing facilities","Moderate Risk",10
"5217",1922,"All stars Donuts","901 Clement St",2019-04-17,86,"Moderate risk food holding temperature","Moderate Risk",4
"5218",2849,"Kells","530 Jackson St",2019-04-17,90,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",3
"5219",5997,"STONESTOWN FAMILY YMCA (SR. ANNEX)","3150 20th Ave",2019-04-17,96,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",8
"5220",1398,"YUMMA'S MED GRILL","721 IRVING St",2019-04-17,86,"Improper reheating of food","High Risk",11
"5221",798,"Sushi Rapture","1400 Leavenworth St",2019-04-17,96,"Unclean nonfood contact surfaces","Low Risk",3
"5222",3623,"CHAVA'S","2839 MISSION St",2019-04-17,90,"Unapproved or unmaintained equipment or utensils","Low Risk",2
"5223",3623,"CHAVA'S","2839 MISSION St",2019-04-17,90,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"5224",5071,"CAFE-ROSSO","1600 HOLLOWAY Ave",2019-04-17,98,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",8
"5225",60644,"360 Gourmet Burrito","50 Post St #59-60",2019-04-17,90,"Improper or defective plumbing","Low Risk",3
"5226",1922,"All stars Donuts","901 Clement St",2019-04-17,86,"Unclean nonfood contact surfaces","Low Risk",4
"5227",1673,"RUBIN'S","101 SPEAR St",2019-04-17,82,"Unclean or degraded floors walls or ceilings","Low Risk",10
"5228",519,"SHERATON PALACE - EMP.  CAFETERIA","2 NEW MONTGOMERY St",2019-04-17,94,"Unclean or degraded floors walls or ceilings","Low Risk",10
"5229",2455,"MUDDY WATERS","521 VALENCIA St",2019-04-17,98,"Unapproved or unmaintained equipment or utensils","Low Risk",2
"5230",2849,"Kells","530 Jackson St",2019-04-17,90,"Insufficient hot water or running water","Moderate Risk",3
"5231",4335,"ASIA SF LLC","201 09th St",2019-04-17,83,"Unclean or unsanitary food contact surfaces","High Risk",10
"5232",1673,"RUBIN'S","101 SPEAR St",2019-04-17,82,"High risk food holding temperature","High Risk",10
"5233",60644,"360 Gourmet Burrito","50 Post St #59-60",2019-04-17,90,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",3
"5234",519,"SHERATON PALACE - EMP.  CAFETERIA","2 NEW MONTGOMERY St",2019-04-17,94,"Moderate risk food holding temperature","Moderate Risk",10
"5235",3623,"CHAVA'S","2839 MISSION St",2019-04-17,90,"Improper or defective plumbing","Low Risk",2
"5236",64384,"Twenty Five Lusk","25 Lusk St",2019-04-17,87,"High risk food holding temperature","High Risk",10
"5237",1922,"All stars Donuts","901 Clement St",2019-04-17,86,"Improper thawing methods","Moderate Risk",4
"5238",37755,"The Grind Cafe","783 Haight St",2019-04-17,88,"Low risk vermin infestation","Low Risk",11
"5239",3405,"GARDEN CT. RESTAURANT & BAR","2 NEW MONTGOMERY St",2019-04-17,90,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",10
"5240",2849,"Kells","530 Jackson St",2019-04-17,90,"Inadequate and inaccessible handwashing facilities","Moderate Risk",3
"5241",4335,"ASIA SF LLC","201 09th St",2019-04-17,83,"Unclean or degraded floors walls or ceilings","Low Risk",10
"5242",758,"BAKERY/ICE CREAM/STOREROOM","2 New Montgomery St",2019-04-17,90,"Moderate risk vermin infestation","Moderate Risk",10
"5243",60644,"360 Gourmet Burrito","50 Post St #59-60",2019-04-17,90,"Moderate risk vermin infestation","Moderate Risk",3
"5244",36570,"7-Eleven, Store 2366-21389F","2200 BAYSHORE Blvd",2019-04-17,92,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",9
"5245",1673,"RUBIN'S","101 SPEAR St",2019-04-17,82,"Improper cooling methods","High Risk",10
"5246",3405,"GARDEN CT. RESTAURANT & BAR","2 NEW MONTGOMERY St",2019-04-17,90,"Noncompliance with shell fish tags or display","Moderate Risk",10
"5247",1081,"ARINELL PIZZA","509 VALENCIA St",2019-04-17,89,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"5248",1922,"All stars Donuts","901 Clement St",2019-04-17,86,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",4
"5249",37755,"The Grind Cafe","783 Haight St",2019-04-17,88,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",11
"5250",64384,"Twenty Five Lusk","25 Lusk St",2019-04-17,87,"Noncompliance with shell fish tags or display","Moderate Risk",10
"5251",2144,"SHERA.-PAL.HOTEL MAXFIELD'S GRILL","2 NEW MONTGOMERY St",2019-04-17,92,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",10
"5252",4335,"ASIA SF LLC","201 09th St",2019-04-17,83,"Foods not protected from contamination","Moderate Risk",10
"5253",758,"BAKERY/ICE CREAM/STOREROOM","2 New Montgomery St",2019-04-17,90,"Moderate risk food holding temperature","Moderate Risk",10
"5254",37755,"The Grind Cafe","783 Haight St",2019-04-17,88,"Foods not protected from contamination","Moderate Risk",11
"5255",36570,"7-Eleven, Store 2366-21389F","2200 BAYSHORE Blvd",2019-04-17,92,"Inadequate and inaccessible handwashing facilities","Moderate Risk",9
"5256",80233,"Buffalo Kitchen","107 Leland Ave",2019-04-17,75,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"5257",93428,"Tuba Restaurant","1007 Guerrero St.",2019-04-17,88,"Permit license or inspection report not posted","Low Risk",NA
"5258",77623,"Kowloon Tong Dessert Cafe","393 07th Ave",2019-04-17,90,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"5259",84394,"NKG Cafe","28 Leland Ave",2019-04-17,86,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"5260",66336,"Nizario's Pizza #2","4077 18th St",2019-04-17,94,"Inadequate dressing rooms or improper storage of personal items","Low Risk",5
"5261",80233,"Buffalo Kitchen","107 Leland Ave",2019-04-17,75,"Employee eating or smoking","Moderate Risk",NA
"5262",78844,"Cafe La Flore 1","1032 Clement St",2019-04-17,94,"Moderate risk food holding temperature","Moderate Risk",NA
"5263",67235,"Steins","731 Clement St",2019-04-17,83,"Inadequate ventilation or lighting","Low Risk",4
"5264",82228,"Cava22, Inc","3239 22nd St",2019-04-17,76,"Improper cooling methods","High Risk",NA
"5265",74854,"Gaspar","185 Sutter St",2019-04-17,92,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"5266",67235,"Steins","731 Clement St",2019-04-17,83,"Unapproved or unmaintained equipment or utensils","Low Risk",4
"5267",82228,"Cava22, Inc","3239 22nd St",2019-04-17,76,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"5268",86170,"Paparikas","645 Clay St",2019-04-17,78,"Foods not protected from contamination","Moderate Risk",NA
"5269",93428,"Tuba Restaurant","1007 Guerrero St.",2019-04-17,88,"Moderate risk vermin infestation","Moderate Risk",NA
"5270",80233,"Buffalo Kitchen","107 Leland Ave",2019-04-17,75,"Foods not protected from contamination","Moderate Risk",NA
"5271",70017,"Co Nam","1653 Polk St",2019-04-17,94,"Foods not protected from contamination","Moderate Risk",3
"5272",80233,"Buffalo Kitchen","107 Leland Ave",2019-04-17,75,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"5273",82228,"Cava22, Inc","3239 22nd St",2019-04-17,76,"Improper food storage","Low Risk",NA
"5274",77623,"Kowloon Tong Dessert Cafe","393 07th Ave",2019-04-17,90,"Improper thawing methods","Moderate Risk",NA
"5275",77623,"Kowloon Tong Dessert Cafe","393 07th Ave",2019-04-17,90,"Improper food storage","Low Risk",NA
"5276",90568,"Brown Sugar Factory","525 Valencia St",2019-04-17,87,"Improper cooling methods","High Risk",NA
"5277",86170,"Paparikas","645 Clay St",2019-04-17,78,"High risk vermin infestation","High Risk",NA
"5278",67235,"Steins","731 Clement St",2019-04-17,83,"Improper or defective plumbing","Low Risk",4
"5279",78844,"Cafe La Flore 1","1032 Clement St",2019-04-17,94,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"5280",74854,"Gaspar","185 Sutter St",2019-04-17,92,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",NA
"5281",73902,"20th Century Cafe","198 Gough St",2019-04-17,96,"Improper food storage","Low Risk",NA
"5282",84394,"NKG Cafe","28 Leland Ave",2019-04-17,86,"Unclean nonfood contact surfaces","Low Risk",NA
"5283",70017,"Co Nam","1653 Polk St",2019-04-17,94,"Unapproved or unmaintained equipment or utensils","Low Risk",3
"5284",84394,"NKG Cafe","28 Leland Ave",2019-04-17,86,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"5285",82228,"Cava22, Inc","3239 22nd St",2019-04-17,76,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"5286",77623,"Kowloon Tong Dessert Cafe","393 07th Ave",2019-04-17,90,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"5287",80233,"Buffalo Kitchen","107 Leland Ave",2019-04-17,75,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"5288",90568,"Brown Sugar Factory","525 Valencia St",2019-04-17,87,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"5289",69487,"Hakkasan San Francisco","1 Kearny St",2019-04-17,98,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"5290",73902,"20th Century Cafe","198 Gough St",2019-04-17,96,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"5291",89464,"Mi Morena","2948 Folsom St",2019-04-17,98,"Permit license or inspection report not posted","Low Risk",NA
"5292",93428,"Tuba Restaurant","1007 Guerrero St.",2019-04-17,88,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"5293",86170,"Paparikas","645 Clay St",2019-04-17,78,"Improper cooling methods","High Risk",NA
"5294",66336,"Nizario's Pizza #2","4077 18th St",2019-04-17,94,"Inadequate and inaccessible handwashing facilities","Moderate Risk",5
"5295",84394,"NKG Cafe","28 Leland Ave",2019-04-17,86,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"5296",67235,"Steins","731 Clement St",2019-04-17,83,"Moderate risk food holding temperature","Moderate Risk",4
"5297",93572,"Twenty Five Lusk (Roof Extension)","25 Lusk St",2019-04-17,96,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"5298",84394,"NKG Cafe","28 Leland Ave",2019-04-17,86,"Food safety certificate or food handler card not available","Low Risk",NA
"5299",74854,"Gaspar","185 Sutter St",2019-04-17,92,"Improper storage of equipment utensils or linens","Low Risk",NA
"5300",93428,"Tuba Restaurant","1007 Guerrero St.",2019-04-17,88,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"5301",80233,"Buffalo Kitchen","107 Leland Ave",2019-04-17,75,"Improper cooling methods","High Risk",NA
"5302",82228,"Cava22, Inc","3239 22nd St",2019-04-17,76,"High risk vermin infestation","High Risk",NA
"5303",86170,"Paparikas","645 Clay St",2019-04-17,78,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
