business_id	business_name	business_address	inspection_date	inspection_score	violation_description	risk_category	Current Supervisor Districts
24437	Caffe Baonecci	516 Green St	2019-06-05	96	Low risk vermin infestation	Low Risk	3
588	BURRITO EXPRESS	1601 TARAVAL St	2019-06-05	84	Unclean nonfood contact surfaces	Low Risk	7
3661	LA CUMBRE	515 VALENCIA St	2019-06-05	90	Moderate risk food holding temperature	Moderate Risk	2
5118	KFC	1150 TARAVAL St	2019-06-05	98	Unclean or degraded floors walls or ceilings	Low Risk	7
1399	La Copa Loca	3150 22nd St	2019-06-05	98	Low risk vermin infestation	Low Risk	2
34662	Horizon Restaurant	498 Broadway St	2019-06-05	92	Low risk vermin infestation	Low Risk	3
13041	Coi	373 broadway St	2019-06-05	92	Noncompliance with HAACP plan or variance	Moderate Risk	3
4544	GENE'S LIQUOR	2201 TARAVAL St	2019-06-05	92	Unclean or degraded floors walls or ceilings	Low Risk	7
3743	ROUND TABLE PIZZA RESTAURANT	3567 Geary Blvd	2019-06-05	90	Inadequate ventilation or lighting	Low Risk	4
1832	Murphy's	217 Kearny St	2019-06-05	84	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	3
3661	LA CUMBRE	515 VALENCIA St	2019-06-05	90	Moderate risk vermin infestation	Moderate Risk	2
588	BURRITO EXPRESS	1601 TARAVAL St	2019-06-05	84	Improper food storage	Low Risk	7
63121	Sodini's Restaurant	510 Green St	2019-06-05	86	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
13041	Coi	373 broadway St	2019-06-05	92	Unclean or degraded floors walls or ceilings	Low Risk	3
34662	Horizon Restaurant	498 Broadway St	2019-06-05	92	Food safety certificate or food handler card not available	Low Risk	3
4544	GENE'S LIQUOR	2201 TARAVAL St	2019-06-05	92	Moderate risk food holding temperature	Moderate Risk	7
1832	Murphy's	217 Kearny St	2019-06-05	84	Inadequate and inaccessible handwashing facilities	Moderate Risk	3
1832	Murphy's	217 Kearny St	2019-06-05	84	No thermometers or uncalibrated thermometers	Low Risk	3
588	BURRITO EXPRESS	1601 TARAVAL St	2019-06-05	84	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	7
4665	7-ELEVEN #20473	2222 TARAVAL St	2019-06-05	94	Unclean or degraded floors walls or ceilings	Low Risk	7
1832	Murphy's	217 Kearny St	2019-06-05	84	Foods not protected from contamination	Moderate Risk	3
34662	Horizon Restaurant	498 Broadway St	2019-06-05	92	Inadequate and inaccessible handwashing facilities	Moderate Risk	3
7534	RUSSELL'S CONVENIENCE #605	333 MARKET St	2019-06-05	98	Unapproved or unmaintained equipment or utensils	Low Risk	10
3743	ROUND TABLE PIZZA RESTAURANT	3567 Geary Blvd	2019-06-05	90	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	4
588	BURRITO EXPRESS	1601 TARAVAL St	2019-06-05	84	Unclean or degraded floors walls or ceilings	Low Risk	7
588	BURRITO EXPRESS	1601 TARAVAL St	2019-06-05	84	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	7
24437	Caffe Baonecci	516 Green St	2019-06-05	96	Food safety certificate or food handler card not available	Low Risk	3
1832	Murphy's	217 Kearny St	2019-06-05	84	Unapproved or unmaintained equipment or utensils	Low Risk	3
63121	Sodini's Restaurant	510 Green St	2019-06-05	86	Improper thawing methods	Moderate Risk	3
4665	7-ELEVEN #20473	2222 TARAVAL St	2019-06-05	94	Inadequate and inaccessible handwashing facilities	Moderate Risk	7
4544	GENE'S LIQUOR	2201 TARAVAL St	2019-06-05	92	Food safety certificate or food handler card not available	Low Risk	7
13041	Coi	373 broadway St	2019-06-05	92	Improper storage of equipment utensils or linens	Low Risk	3
3661	LA CUMBRE	515 VALENCIA St	2019-06-05	90	Unclean or degraded floors walls or ceilings	Low Risk	2
3743	ROUND TABLE PIZZA RESTAURANT	3567 Geary Blvd	2019-06-05	90	Moderate risk vermin infestation	Moderate Risk	4
1832	Murphy's	217 Kearny St	2019-06-05	84	Low risk vermin infestation	Low Risk	3
588	BURRITO EXPRESS	1601 TARAVAL St	2019-06-05	84	No person in charge of food facility	Low Risk	7
77425	DOSA	995 Valencia St	2019-06-05	83	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
93947	Lokma	1801 Clement St	2019-06-05	92	Improper storage use or identification of toxic substances	Low Risk	NA
93973	Tawara	2193 Mission St	2019-06-05	85	Moderate risk vermin infestation	Moderate Risk	NA
93549	General Tso Kitchen Inc	3741 Geary Blvd	2019-06-05	85	Improper storage of equipment utensils or linens	Low Risk	NA
68242	Bacon Bacon LLC	205 A Frederick St	2019-06-05	85	Unclean or degraded floors walls or ceilings	Low Risk	NA
89114	Chaat Corner - Powell St.	138 Cyril Magnin St	2019-06-05	89	Improper food storage	Low Risk	NA
67186	Etcetera Wine Bar	795 VALENCIA St	2019-06-05	85	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	2
77425	DOSA	995 Valencia St	2019-06-05	83	Unclean or degraded floors walls or ceilings	Low Risk	NA
93289	Bluestone Lane	227 Front St	2019-06-05	81	Insufficient hot water or running water	Moderate Risk	NA
70494	The Little Chihuahua Mexican Restaurant	581 VALENCIA St	2019-06-05	90	Unclean or degraded floors walls or ceilings	Low Risk	2
93549	General Tso Kitchen Inc	3741 Geary Blvd	2019-06-05	85	Unclean hands or improper use of gloves	High Risk	NA
93973	Tawara	2193 Mission St	2019-06-05	85	High risk food holding temperature	High Risk	NA
78472	Ox Cafe	798 South Van Ness Ave	2019-06-05	92	Moderate risk food holding temperature	Moderate Risk	NA
93240	Starbucks Coffee #5431	201 Mission St.	2019-06-05	96	Unclean or degraded floors walls or ceilings	Low Risk	NA
67186	Etcetera Wine Bar	795 VALENCIA St	2019-06-05	85	High risk vermin infestation	High Risk	2
78472	Ox Cafe	798 South Van Ness Ave	2019-06-05	92	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
70494	The Little Chihuahua Mexican Restaurant	581 VALENCIA St	2019-06-05	90	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	2
93973	Tawara	2193 Mission St	2019-06-05	85	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
92455	Barnzu	711 Geary St	2019-06-05	94	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
93549	General Tso Kitchen Inc	3741 Geary Blvd	2019-06-05	85	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
77425	DOSA	995 Valencia St	2019-06-05	83	Moderate risk vermin infestation	Moderate Risk	NA
93240	Starbucks Coffee #5431	201 Mission St.	2019-06-05	96	Improper food storage	Low Risk	NA
93289	Bluestone Lane	227 Front St	2019-06-05	81	Unclean or degraded floors walls or ceilings	Low Risk	NA
89114	Chaat Corner - Powell St.	138 Cyril Magnin St	2019-06-05	89	High risk food holding temperature	High Risk	NA
93289	Bluestone Lane	227 Front St	2019-06-05	81	No person in charge of food facility	Low Risk	NA
93947	Lokma	1801 Clement St	2019-06-05	92	Inadequate dressing rooms or improper storage of personal items	Low Risk	NA
93549	General Tso Kitchen Inc	3741 Geary Blvd	2019-06-05	85	Improper food storage	Low Risk	NA
77425	DOSA	995 Valencia St	2019-06-05	83	Unclean or unsanitary food contact surfaces	High Risk	NA
92455	Barnzu	711 Geary St	2019-06-05	94	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
93289	Bluestone Lane	227 Front St	2019-06-05	81	Unclean or unsanitary food contact surfaces	High Risk	NA
68242	Bacon Bacon LLC	205 A Frederick St	2019-06-05	85	Unapproved or unmaintained equipment or utensils	Low Risk	NA
93289	Bluestone Lane	227 Front St	2019-06-05	81	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
89114	Chaat Corner - Powell St.	138 Cyril Magnin St	2019-06-05	89	Improper storage of equipment utensils or linens	Low Risk	NA
93947	Lokma	1801 Clement St	2019-06-05	92	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
68242	Bacon Bacon LLC	205 A Frederick St	2019-06-05	85	High risk vermin infestation	High Risk	NA
70494	The Little Chihuahua Mexican Restaurant	581 VALENCIA St	2019-06-05	90	Moderate risk food holding temperature	Moderate Risk	2
67186	Etcetera Wine Bar	795 VALENCIA St	2019-06-05	85	Employee eating or smoking	Moderate Risk	2
68242	Bacon Bacon LLC	205 A Frederick St	2019-06-05	85	Moderate risk food holding temperature	Moderate Risk	NA
74039	Boba Guys	3491 19th St	2019-06-05	98	Unclean unmaintained or improperly constructed toilet facilities	Low Risk	NA
100479	LOU'S CAFE	275 BATTERY ST	2019-06-05	96	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
99298	GLOWING	3251 20TH AVE	2019-06-05	84	Food safety certificate or food handler card not available	Low Risk	NA
95366	Casa Lucas MKT	2934 24th St	2019-06-05	80	Unclean nonfood contact surfaces	Low Risk	NA
95366	Casa Lucas MKT	2934 24th St	2019-06-05	80	Improper food storage	Low Risk	NA
99298	GLOWING	3251 20TH AVE	2019-06-05	84	Improper thawing methods	Moderate Risk	NA
95366	Casa Lucas MKT	2934 24th St	2019-06-05	80	Moderate risk vermin infestation	Moderate Risk	NA
99298	GLOWING	3251 20TH AVE	2019-06-05	84	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
99298	GLOWING	3251 20TH AVE	2019-06-05	84	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
95366	Casa Lucas MKT	2934 24th St	2019-06-05	80	Permit license or inspection report not posted	Low Risk	NA
95366	Casa Lucas MKT	2934 24th St	2019-06-05	80	Inadequate ventilation or lighting	Low Risk	NA
99767	THE VAULT RESTAURANT	555 CALIFORNIA St STE E	2019-06-05	88	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
95366	Casa Lucas MKT	2934 24th St	2019-06-05	80	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
95366	Casa Lucas MKT	2934 24th St	2019-06-05	80	Unclean or degraded floors walls or ceilings	Low Risk	NA
99298	GLOWING	3251 20TH AVE	2019-06-05	84	Permit license or inspection report not posted	Low Risk	NA
99767	THE VAULT RESTAURANT	555 CALIFORNIA St STE E	2019-06-05	88	Insufficient hot water or running water	Moderate Risk	NA
99767	THE VAULT RESTAURANT	555 CALIFORNIA St STE E	2019-06-05	88	Moderate risk food holding temperature	Moderate Risk	NA
95366	Casa Lucas MKT	2934 24th St	2019-06-05	80	Improper food labeling or menu misrepresentation	Low Risk	NA
60354	Taqueria Castillo B	10 Mason St	2019-06-06	89	High risk food holding temperature	High Risk	10
7456	Cowgirl Creamery/Artisan Cheese	1 Ferry Building  #17	2019-06-06	94	Unapproved or unmaintained equipment or utensils	Low Risk	3
9652	TOWN HALL RESTAURANT	342 HOWARD STREET	2019-06-06	85	High risk vermin infestation	High Risk	10
1741	Osha Thai Noodle Cafe	696 Geary St	2019-06-06	92	Moderate risk food holding temperature	Moderate Risk	3
2109	ANH HONG PHU-NHUAN RESTAURANT	808 GEARY St	2019-06-06	86	Unclean or degraded floors walls or ceilings	Low Risk	10
3868	BARNEY'S	4138 24th St	2019-06-06	89	Unapproved or unmaintained equipment or utensils	Low Risk	5
1442	Waterfront Bakery	2801 Leavenworth St	2019-06-06	90	Unapproved or unmaintained equipment or utensils	Low Risk	6
63757	Ajisen Ramen	865 Market St #STC-12	2019-06-06	88	Inadequate dressing rooms or improper storage of personal items	Low Risk	10
9652	TOWN HALL RESTAURANT	342 HOWARD STREET	2019-06-06	85	Improper or defective plumbing	Low Risk	10
9652	TOWN HALL RESTAURANT	342 HOWARD STREET	2019-06-06	85	Unapproved or unmaintained equipment or utensils	Low Risk	10
7456	Cowgirl Creamery/Artisan Cheese	1 Ferry Building  #17	2019-06-06	94	Moderate risk food holding temperature	Moderate Risk	3
2109	ANH HONG PHU-NHUAN RESTAURANT	808 GEARY St	2019-06-06	86	Unclean unmaintained or improperly constructed toilet facilities	Low Risk	10
63757	Ajisen Ramen	865 Market St #STC-12	2019-06-06	88	Moderate risk food holding temperature	Moderate Risk	10
7480	Union Street Produce	801 Union St	2019-06-06	94	Moderate risk vermin infestation	Moderate Risk	3
3868	BARNEY'S	4138 24th St	2019-06-06	89	Unclean or unsanitary food contact surfaces	High Risk	5
63757	Ajisen Ramen	865 Market St #STC-12	2019-06-06	88	Insufficient hot water or running water	Moderate Risk	10
28206	Westfield Food Court Scullery	845 Market St Scullery (LL)	2019-06-06	96	Inadequate warewashing facilities or equipment	Low Risk	10
3868	BARNEY'S	4138 24th St	2019-06-06	89	Unclean or degraded floors walls or ceilings	Low Risk	5
2109	ANH HONG PHU-NHUAN RESTAURANT	808 GEARY St	2019-06-06	86	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	10
7480	Union Street Produce	801 Union St	2019-06-06	94	Unapproved or unmaintained equipment or utensils	Low Risk	3
1442	Waterfront Bakery	2801 Leavenworth St	2019-06-06	90	Moderate risk food holding temperature	Moderate Risk	6
9652	TOWN HALL RESTAURANT	342 HOWARD STREET	2019-06-06	85	Moderate risk food holding temperature	Moderate Risk	10
28206	Westfield Food Court Scullery	845 Market St Scullery (LL)	2019-06-06	96	Unclean or degraded floors walls or ceilings	Low Risk	10
2109	ANH HONG PHU-NHUAN RESTAURANT	808 GEARY St	2019-06-06	86	Foods not protected from contamination	Moderate Risk	10
63000	The Little Chihuahua Mexican	4123 24th St	2019-06-06	98	Unapproved or unmaintained equipment or utensils	Low Risk	5
2109	ANH HONG PHU-NHUAN RESTAURANT	808 GEARY St	2019-06-06	86	Unapproved or unmaintained equipment or utensils	Low Risk	10
1741	Osha Thai Noodle Cafe	696 Geary St	2019-06-06	92	No thermometers or uncalibrated thermometers	Low Risk	3
63757	Ajisen Ramen	865 Market St #STC-12	2019-06-06	88	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	10
1741	Osha Thai Noodle Cafe	696 Geary St	2019-06-06	92	Unclean nonfood contact surfaces	Low Risk	3
60354	Taqueria Castillo B	10 Mason St	2019-06-06	89	Insufficient hot water or running water	Moderate Risk	10
1442	Waterfront Bakery	2801 Leavenworth St	2019-06-06	90	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	6
76436	Cantina Verde	388 Market St #104	2019-06-06	90	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
77548	Poc-Chuc Restaurant	2886 16th St	2019-06-06	90	Unapproved or unmaintained equipment or utensils	Low Risk	NA
91250	Lime Tree	836 Clement St	2019-06-06	87	High risk food holding temperature	High Risk	NA
68366	Flying Pig Bistro	433 South Van Ness Ave	2019-06-06	92	Unapproved or unmaintained equipment or utensils	Low Risk	2
65238	La Quinta Restaurant	2425 MISSION St	2019-06-06	83	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	2
90040	St. Regis Hotel San Francisco Main Kitchen	125 3rd St., 2nd Floor	2019-06-06	88	Unclean or degraded floors walls or ceilings	Low Risk	NA
91762	Pho Huynh Sang	239 Clement St.	2019-06-06	77	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
66297	EggWhite Cafe	3401 MISSION St	2019-06-06	90	Unapproved or unmaintained equipment or utensils	Low Risk	2
77738	Park Plaza Fine Foods	111 Cambon Dr	2019-06-06	76	Insufficient hot water or running water	Moderate Risk	NA
90045	Vitrine Restaurant	125 3rd St 4th Floor	2019-06-06	96	Unclean nonfood contact surfaces	Low Risk	NA
91762	Pho Huynh Sang	239 Clement St.	2019-06-06	77	Moderate risk food holding temperature	Moderate Risk	NA
66297	EggWhite Cafe	3401 MISSION St	2019-06-06	90	Moderate risk food holding temperature	Moderate Risk	2
94013	GO GO 7	1201 Plymouth Ave	2019-06-06	74	Improper thawing methods	Moderate Risk	NA
91250	Lime Tree	836 Clement St	2019-06-06	87	Unclean or degraded floors walls or ceilings	Low Risk	NA
68366	Flying Pig Bistro	433 South Van Ness Ave	2019-06-06	92	Food safety certificate or food handler card not available	Low Risk	2
82111	Phil'z Coffee	1 Front St Annex Suite 100	2019-06-06	88	Improper storage of equipment utensils or linens	Low Risk	NA
90945	Gambinos Deli, Inc.	1 Embarcadrero Center	2019-06-06	92	Moderate risk food holding temperature	Moderate Risk	NA
90040	St. Regis Hotel San Francisco Main Kitchen	125 3rd St., 2nd Floor	2019-06-06	88	Improper or defective plumbing	Low Risk	NA
76436	Cantina Verde	388 Market St #104	2019-06-06	90	Unapproved or unmaintained equipment or utensils	Low Risk	NA
74210	Red Chilli	522 Jones St	2019-06-06	89	Low risk vermin infestation	Low Risk	NA
77548	Poc-Chuc Restaurant	2886 16th St	2019-06-06	90	Unclean or degraded floors walls or ceilings	Low Risk	NA
82111	Phil'z Coffee	1 Front St Annex Suite 100	2019-06-06	88	Unclean or degraded floors walls or ceilings	Low Risk	NA
91762	Pho Huynh Sang	239 Clement St.	2019-06-06	77	Employee eating or smoking	Moderate Risk	NA
94013	GO GO 7	1201 Plymouth Ave	2019-06-06	74	Unclean hands or improper use of gloves	High Risk	NA
91762	Pho Huynh Sang	239 Clement St.	2019-06-06	77	Unapproved or unmaintained equipment or utensils	Low Risk	NA
67558	Azucar Lounge	299 09th St	2019-06-06	94	Low risk vermin infestation	Low Risk	10
77558	Gyro Xpress Mediterranean Cuis	499 Castro St	2019-06-06	90	Foods not protected from contamination	Moderate Risk	NA
90045	Vitrine Restaurant	125 3rd St 4th Floor	2019-06-06	96	Unapproved or unmaintained equipment or utensils	Low Risk	NA
77738	Park Plaza Fine Foods	111 Cambon Dr	2019-06-06	76	Improper food storage	Low Risk	NA
66297	EggWhite Cafe	3401 MISSION St	2019-06-06	90	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	2
65238	La Quinta Restaurant	2425 MISSION St	2019-06-06	83	Improper cooling methods	High Risk	2
77558	Gyro Xpress Mediterranean Cuis	499 Castro St	2019-06-06	90	Moderate risk food holding temperature	Moderate Risk	NA
67558	Azucar Lounge	299 09th St	2019-06-06	94	Unclean or degraded floors walls or ceilings	Low Risk	10
94013	GO GO 7	1201 Plymouth Ave	2019-06-06	74	Foods not protected from contamination	Moderate Risk	NA
82111	Phil'z Coffee	1 Front St Annex Suite 100	2019-06-06	88	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
91250	Lime Tree	836 Clement St	2019-06-06	87	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
90040	St. Regis Hotel San Francisco Main Kitchen	125 3rd St., 2nd Floor	2019-06-06	88	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
79296	Puccini & Pinetti	129 Ellis St	2019-06-06	96	Low risk vermin infestation	Low Risk	NA
91762	Pho Huynh Sang	239 Clement St.	2019-06-06	77	Improper food storage	Low Risk	NA
77548	Poc-Chuc Restaurant	2886 16th St	2019-06-06	90	Food safety certificate or food handler card not available	Low Risk	NA
77738	Park Plaza Fine Foods	111 Cambon Dr	2019-06-06	76	Unclean or unsanitary food contact surfaces	High Risk	NA
